"bedrijf","bezichtingsduur_select","bookingLink","districtType_select","einddatum_date","eindtijd","eindtijd_time","eventType_select","id","image","kavelfunctie_select","kavelnummer_select","kennisprogramma","latlonlocatie_select","linkType_select","naam_de","naam_en","naam_nl","omschrijvingKort_de","omschrijvingKort_en","omschrijvingKort_nl","omschrijving_de","omschrijving_en","omschrijving_nl","opmerkingen","publiceerbaar","recordType_select","sdgType","semCode","startdatum_date","starttijd_time","tags","themaFloriade","zakelijk"
,"00:30","https://floriade.com/nl/op-de-expo/nationale-paviljoens/amsterdam-almere/","urban-district",,,,,"C9L3O06rmAEZb7PuvEcG","amsterdam-almere-1642429580598","nationaal","106",,"{""cluster"":""106"",""locatie"":""106"",""lon"":""52.35582090567640279"",""lat"":""5.2273668131339921""}","info","Gemeente Amsterdam en gemeente Almere","Gemeente Amsterdam en gemeente Almere","Gemeente Amsterdam en gemeente Almere",,"The Voice of Urban Nature.  The city, a nature reserve where we share the same space with trillions of residents, people and non-humans too. So how does that affect our relationship with nature? The Voice of Urban Nature will take you along to the Green City of the Future.","The Voice of Urban Nature.  De stad, een natuurgebied waar we met triljoenen bewoners, mensen en ook niet-mensen dezelfde ruimte delen. Wat betekent dat voor onze relatie met de natuur? The Voice of Urban Nature neemt u mee naar de Groene Stad van de Toekomst.",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 12:44:53 GMT+0100 (CET)"",""sdgType_select"":""sdg-11""},{""created"":""Wed Mar 09 2022 12:44:59 GMT+0100 (CET)"",""sdgType_select"":""sdg-15""}]",,,,"[""Tuin"",""Innovatief"",""Expositie""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
"[{""bedrijf"":""Gemeente Almere"",""created"":""Thu Feb 03 2022 09:52:56 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-14","19:00",,,"hmhLhATce505G7MwFylo",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Evenement",,,,,,,,,"event",,,"2022-05-14","09:00",,,
,,"www.luga.lu","urban-district",,,,,"ahWUEwOEqBHFLUfUVnRM","luxemburg-phyllm-nature-within-the-city-1646397018593","internationaal","37",,"{""cluster"":""37"",""locatie"":""37"",""lon"":""52.35778142051172068"",""lat"":""5.22694459072841333""}","info","Luxemburg - Phyllōm - Natur in der Stadt","Luxembourg - Phyllōm - Nature within the city","Luxemburg - Phyllōm - Nature within the city",,"LUGA - Luxembourg Urban Garden: a national horticultural exhibition taking place in Luxembourg city in 2025. ","LUGA - Luxembourg Urban Garden: een nationale tuinbouwtentoonstelling die plaatsvindt in de stad Luxemburg in 2025.","Der LUGA - Luxembourg Urban Garden Pavillon Phyllōm ist eine architektonische Interpretation eines Blattes. Diese Installation provoziert den Dialog über die ehemalige luxemburgische Stahlindustrie und die zukünftige Entwicklung einer grünen und nachhaltigen Stadt.","The LUGA - Luxembourg Urban Garden pavilion Phyllōm is an architectural interpretation of a leaf. This installation provokes the dialogue about the former Luxembourgish steel industry and the future development of a green and sustainable city. ","Het Luxemburgse paviljoen LUGA (Luxembourg Urban Garden) Phyllōm is een architectonische interpretatie van een blad. Deze installatie lokt de dialoog uit over de vroegere Luxemburgse staalindustrie en de toekomstige ontwikkeling van een groene en duurzame stad. ",,,"locatie","[{""created"":""Wed Mar 09 2022 14:02:12 GMT+0100 (CET)"",""sdgType_select"":""sdg-2""},{""created"":""Wed Mar 09 2022 14:02:13 GMT+0100 (CET)"",""sdgType_select"":""sdg-11""}]",,,,,,
,"01:00","https://floriade.com/nl/op-de-expo/nationale-paviljoens/vakgroep-wilde-weelde/","utopia-island",,,,,"dE2boTboJxCAPlAFw1fM",,"nationaal","190",,"{""cluster"":""190"",""locatie"":""190"",""lon"":""52.35266637386808242"",""lat"":""5.23050680559041137""}","info","Wilde Weelde","Wilde Weelde","Wilde Weelde",,"
Earth and nature have so much to offer us, especially in terms of our health. At Utopia, our aim is to inspire you with our vision of the city of the future. A city rich in nature, full of life, and an excellent balance between people, animals, and plants.","De aarde en de natuur hebben ons veel te bieden, zeker als het gaat om onze gezondheid. Op Utopia willen we jou inspireren met onze visie op de stad van de toekomst. Een natuurrijke stad vol van leven met een goede balans tussen mens, dier en plant.",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 14:03:15 GMT+0100 (CET)"",""sdgType_select"":""sdg-11""},{""created"":""Wed Mar 09 2022 14:03:23 GMT+0100 (CET)"",""sdgType_select"":""sdg-15""}]",,,,"[""Tuin"",""Buitententoonstelling""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
,"00:30",,"green-island",,,,,"mdZXgWFI5KusPQMCiISO","ebben-boomkwekerij-1642429365334","tuinbouw","55",,"{""cluster"":""55"",""locatie"":""55"",""lon"":""52.357192747465227"",""lat"":""5.22928401320886138""}","info","Ebben & VIC","Ebben & VIC","Ebben & VIC",,"Waterworld Tree Experience: an exciting environment is created where trees and water come together, one which entices people to play with water. A playground for both young and old, for those with a fondness of nature, recreation and biodiversity.","Waterworld Tree Experience: waar bomen en water samen komen, ontstaat een spannende omgeving die mensen verleidt om te spelen met water. Een speelplaats voor jong en oud met een voorliefde voor natuur, recreatie en biodiversiteit.",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 13:55:53 GMT+0100 (CET)"",""sdgType_select"":""sdg-13""}]",,,,"[""Buitententoonstelling"",""Tuin"",""Kids activities""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":4},{""themaFloriade_select"":""healthying"",""themaFloriadeRating"":4},{""themaFloriade_select"":""engergizing"",""themaFloriadeRating"":4}]",
"[{""bedrijf"":""Gemeente Almere"",""created"":""Thu Feb 03 2022 13:42:19 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-09-23","07:00",,,"xD8XGlCbgC6aj8ljXEhr",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Optie voor Relinda",,,,,,,,,"event",,,"2022-09-23","21:00",,,
,"01:00",,"utopia-island",,,,,"ZCO53SRAO4qThOzGIwrI",,"nationaal","5",,"{""cluster"":""5"",""locatie"":""5"",""lon"":""52.36011928474271571"",""lat"":""5.22711115111167768""}",,"World Food Pavilion","World Food Pavilion","World Food Pavilion",,"Immerse yourself in the fascinating world of our food, and prepare to be amazed. Find out all about innovative solutions that contribute to preserving a liveable world. An interactive, educational and above all fun adventure for young and old alike!","Duik in de boeiende wereld van ons eten en laat je verrassen. Je maakt hier kennis met innovatieve oplossingen die bijdragen aan het behoud van een leefbare wereld. Een interactief, educatief en vooral leuk avontuur voor jong en oud!",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 14:01:16 GMT+0100 (CET)"",""sdgType_select"":""sdg-2""},{""created"":""Wed Mar 09 2022 14:01:17 GMT+0100 (CET)"",""sdgType_select"":""sdg-9""}]",,,,"[""Eten & Drinken"",""Innovatief""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":0},{""themaFloriade_select"":""feeding"",""themaFloriadeRating"":5},{""themaFloriade_select"":""healthying"",""themaFloriadeRating"":0},{""themaFloriade_select"":""engergizing"",""themaFloriadeRating"":0}]",
"[{""bedrijf"":""Contiki Holland"",""created"":""Thu Feb 03 2022 12:22:19 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-06-18","07:00",,,"0chiSxYYD5WfTru0o8GT",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Contiki Holland",,,,,,,,,"event",,,"2022-06-18","21:00",,,
"[{""bedrijf"":""Floriade Expo 2022"",""created"":""Thu Feb 03 2022 09:33:33 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-04-20","19:00",,,"HRoDU4zhiFrehwmURTvi",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"OPTIE Daniëlle Pauw",,,,,,,,,"event",,,"2022-04-20","09:00",,,
,,,"hortus-avenue","2022-07-06","07:00",,,"euwdgJBKRZGFjtR97uYC",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"OPTIE Koninklijke Vereniging van Leden der Nederlandse Ridderorden ",,,,,,,,,"event",,,"2022-07-06","21:00",,,
,"00:30",,,,,,,"DM5vsSFIPahL9qaAa7Sv",,"nationaal",,,,,"Almere-Amsterdam schooltuinen ","Almere-Amsterdam schooltuinen ","Almere-Amsterdam schooltuinen ",,,"Utopia Schooltuin, Basisschoolleerlingen uit Amsterdam en Almere krijgen hier wekelijks natuur- en voedseleducatie. Planten, zaaien en oogsten. Met een eigen tuintje leren kinderen alles over voedsel en gezondheid en staat plezier, beleving en zelf doen centraal.",,,,,,"locatie",,,,,"[""Educatie"",""Tuin"",""Buitententoonstelling""]",,
"[{""bedrijf"":""Floriade Expo 2022"",""created"":""Thu Feb 03 2022 10:24:02 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-06-02","19:00",,,"2fOAvCaanj33p8Q1YUHu",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Optie voor Helen de Groot",,,,,,,,,"event",,,"2022-06-02","09:00",,,
,"00:30",,"green-island",,,,,"OqpraSXNuP790OHJFrfb",,"nationaal","57",,"{""cluster"":""57"",""locatie"":""57"",""lon"":""52.35696666862464355"",""lat"":""5.23029019217914914""}",,"Lodewijks Groene Geluk","Lodewijks Groene Geluk","Lodewijks Groene Geluk",,"Take a selfie with me en share this message for a beter world with #lodewijksgroenegeluk","Maak een selfie met mij en deel deze groene boodschap voor een betere wereld met de #lodewijksgroenegeluk",,,,,,"locatie",,,,,"[""Tuin"",""Educatie""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
"[{""bedrijf"":""Almere City Marketing"",""created"":""Thu Feb 03 2022 09:55:10 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-16","19:00",,,"qDLA72AAok656d5swB3y",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Dag van de City Marketing",,,,,,,,,"event",,,"2022-05-16","09:00",,,
,,,,,,,,,,,,,,,,,"test",,,,,,,,,"story",,,,,,,
"[{""created"":""Thu Feb 03 2022 13:34:48 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Royal Flora Holland"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-09-15","07:00",,,"WHwvC9izs8cqGsfYZhei",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Productbijeenkomst : Seizoensbloemen",,,,,,,,,"event",,,"2022-09-15","21:00",,,
,,,"green-island",,,,,"W3VNsBbTzPGr30BJmdSJ","nepal-tuin-1646398916711","internationaal","76",,"{""cluster"":""76"",""locatie"":""76"",""lon"":""52.3562701073879424"",""lat"":""5.23109377682898025""}",,"Nepal Garten","Nepal Garden","Nepal Tuin",,,,"Nepals Beteiligungsperspektive und Interpretation des Expo-Themas steht in direktem Zusammenhang mit Nepals Priorität, die Bevölkerung mit genügend Nahrungsmitteln zu versorgen, damit die Entwicklungsprozesse vorangetrieben werden. Für die Expo-Besucher ist es sehr lehrreich, die lebhafte Präsentation durch verschiedene effektive und interaktive Medien zu beobachten.","Nepal’s participation perspective and interpretation of the Expo Theme, directly relates to Nepal’s priority of supplying enough food to the population so that the development processes are energized. It is highly educating for the Expo visitors to observe the lively presentation through various effective and interactive media.","Nepals perspectief op en interpretatie van het Expo-thema heeft rechtstreeks betrekking op de prioriteit die Nepal plaatst op een toereikende voedselvoorziening voor de bevolking, waardoor de ontwikkelprocessen worden gestimuleerd. De levendige presentaties via verschillende effectieve en interactieve media zijn voor de bezoekers van de Expo bijzonder leerzaam.",,,"locatie",,,,,,,
,"00:30","https://floriade.com/nl/op-de-expo/nederlandse-tuinbouw/lips-groen/","hortus-avenue",,,,,"NSWfMGplcpg64gmmTv9Q",,"tuinbouw","125",,"{""cluster"":""125"",""locatie"":""125"",""lon"":""52.35538624871841762"",""lat"":""5.22720339938126699""}","info","Lips Groen","Lips Groen","Lips Groen",,"Welcome in our Garden of Senses. Experience te sense of quietness, enjoy the feeling and come in and explore the Garden of Senses.","Wees welkom in onze zintuigentuin. Ervaar de rust en kom tot jezelf, geniet en voel en ga op ontdekkingsreis door deze zintuigprikkelende tuin.",,,,,,"locatie","[{""created"":""Wed Mar 09 2022 13:37:31 GMT+0100 (CET)"",""sdgType_select"":""sdg-15""}]",,,,"[""Tuin"",""Expositie""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
,,"",,"2022-04-21","19:00",,"",,,,"",,,"","","","Groeneveldberaad",,"","",,"","Groeneveldberaad",,,"event",,"1649","2022-04-21","09:00",,,"true"
"[{""bedrijf"":""Contiki Holland"",""created"":""Thu Feb 03 2022 10:13:10 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-20","19:00",,,"AkIaRjAPmh8Oy3eZGy4W",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Contiki Holland",,,,,,,,,"event",,,"2022-05-20","09:00",,,
,,"",,"2022-06-16","19:00",,"",,,,"",,,"","","","Optie Carola van Wagtendonk",,"","",,"","Optie Carola van Wagtendonk",,,"event",,"1443","2022-06-16","09:00",,,"true"
"[{""bedrijf"":""Vrouwen van Nu"",""created"":""Thu Feb 03 2022 09:40:38 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-04-29","07:00",,,"i88Y7o2L72qEGBD0VR2g",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Vrouwen van NU",,,,,,,,,"event",,,"2022-04-29","09:00",,,
,"01:00",,"hortus-avenue",,,,,"p1L0Sr0jMT7C4kBIKaCK",,"tuinbouw","132",,"{""cluster"":""132/133"",""locatie"":""132/133"",""lon"":""52.35471840019467038"",""lat"":""5.23091183803871562""}",,"Flevofood","Flevofood","Flevofood",,,,,,,,,"locatie","[{""created"":""Wed Mar 09 2022 13:56:44 GMT+0100 (CET)"",""sdgType_select"":""sdg-2""}]",,,,"[""Binnen & Buitentoonstelling"",""Innovatief""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":0},{""themaFloriade_select"":""feeding"",""themaFloriadeRating"":0},{""themaFloriade_select"":""healthying"",""themaFloriadeRating"":0}]",
"[{""created"":""Thu Feb 03 2022 11:22:16 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Rotaryclubs"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-06-04","19:00",,,"0Uoykrd2qKB6XKRyYoNE",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"EndPlasticSoup event ",,,,,,,,false,"event",,,"2022-06-04","09:00",,,false
,,"",,"2022-05-17","19:00",,"",,,,"",,,"","","","ALV Groenten en Fruithuis",,"","",,"","ALV Groenten en Fruithuis",,,"event",,"607","2022-05-17","09:00",,,"true"
,"01:00",,"green-island",,,,,"2KoGjuyij85LhwHj1ocP",,"horeca","19",,"{""cluster"":""19"",""locatie"":""19"",""lon"":""52.35878979877551842"",""lat"":""5.22827277405941615""}",,"Local Foodtrucks","Local Foodtrucks","Local Foodtrucks",,,"Counter verkoop / algemeen basis assortiment Horeca en picknick plek
- cateraar LE2
",,,,,,"locatie",,,,,"[""Eten & Drinken""]",,
"[{""created"":""Thu Feb 03 2022 13:31:15 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Tuinbranche Nederland"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-09-02","07:00",,,"5Zg28Ah5CNCBWSoXsdSG",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Congres Tuinbranche",,,,,,,,,"event",,,"2022-09-02","21:00",,,
,,,,,,,,"hHidR6qtFJ84THlSlFIp",,"horeca","8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,"ROOTS Ranger Shelter & The Serre","ROOTS Ranger Shelter & The Serre","ROOTS Ranger Shelter & The Serre",,,,,,,,,"locatie",,,,,,,
,"00:30",,"green-island",,,,,"WynnZIrpBGpJ7pkSv9ZA",,"tuinbouw","74",,"{""cluster"":""74"",""locatie"":""74"",""lon"":""52.35646172574022472"",""lat"":""5.23003331885545375""}",,"Van den Berk Boomkwekerijen","Van den Berk Boomkwekerijen","Van den Berk Boomkwekerijen",,"We are now 3 metres below sea level while the water is rising faster and faster. Trees offer a solution. We will tell you more about the relationship between trees and water; how they can slow down climate change and improve the quality of life in the city.","De zeespiegel stijgt en we bevinden ons 3 meter onder NAP. Bomen bieden een oplossing. We vertellen hier meer over de over de relatie tussen bomen en water; hoe deze de klimaatveranderingen kunnen remmen en de leefbaarheid in de stad kunnen verbeteren.",,,,,,"locatie",,,,,"[""Cultural discovery"",""Tuin""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
,"00:30",,,,,,,"PGW5FZ4ru1UKNaD8P0O4",,"tuinbouw","21",,"{""cluster"":""21"",""locatie"":""21"",""lon"":""52.35863056419277939"",""lat"":""5.22936694632346644""}",,"LTO cultuurgroep Zomerbloemen","LTO cultuurgroep Zomerbloemen","LTO cultuurgroep Zomerbloemen",,"
Imagine yourself in a beautifully landscaped garden in the form of 2 summer flowers and literally stroll through a colourful and fragrant bouquet.","Waan jezelf in een prachtig aangelegde tuin in de vorm van 2 zomerbloemen en wandel letterlijk door een kleurig en geurend boeket heen.",,,,,,"locatie",,,,,"[""Tuin""]",,
"[{""bedrijf"":""Floriade Expo 2022"",""created"":""Thu Feb 03 2022 10:05:53 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-17","19:00",,,"ouDS4qChQFEqbo4y8Hga",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Bijeenkomst Hybride Wageningen Universiteit",,,,,,,,,"event",,,"2022-05-17","09:00",,,
,,,,"2022-04-13","19:00",,,"V10PLok0W6IwJWSe349g",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Officiële Opening Floriade Expo 2022 ",,,"Officiële Opening Floriade Expo 2022 ",,,"Officiële Opening Floriade Expo 2022 ",,,"event","[]",,"2022-04-13","12:00",,,
,"01:00",,"hortus-avenue",,,,,"18r82255Na3FKzLS9O2Q","roots-the-4-arches-1646742892587","horeca","139",,"{""cluster"":""137/138/139/140/156/157/158/159"",""locatie"":""China"",""lon"":""52.35526185254848031"",""lat"":""5.22387524653772228""}",,"ROOTS The 4 Arches","ROOTS The 4 Arches","ROOTS The 4 Arches",,,"Kom gezellig ontbijten, lunchen, borrelen of dineren in een van de outlets van ons bijzondere horecaconcept ROOTS. Je vindt ROOTS op meerdere locaties en kunt er zeven dagen per week van 10.00 tot 19.00 uur terecht. ",,,"Naast The Serre vind je in de kas een restaurant van ROOTS met een bijzonder menu. In ROOTS @ The 4 Arches bereiden wij onze gerechten zonder dierlijke eiwitten! Stuk voor stuk menu’s om je vingers bij af te likken. De herkomst van de producten staat er centraal. En we gebruiken alleen seizoensproducten. Naarmate de jaargetijden verstrijken, wisselt dus ook onze kaart. 

In ons restaurant kies je een 2-, 3- of 4-gangenmenu met daarbij een passend assortiment aan dranken.
",,,"locatie",,,,,"[""Eten & Drinken"",""Rolstoeltoegankelijk""]",,
,"00:10",,,,,,,"9hT7UIKgu0wAfy0LhDQC",,"nationaal","58",,"{""cluster"":""58"",""locatie"":""58"",""lon"":""52.35687152169726488"",""lat"":""5.23082205626646246""}",,"Garden of Peace","Garden of Peace","Garden of Peace",,"Plants from around the world flourish in the Garden of Peace. A journey through the world to find peace in ourselves, with each other, and Earth itself. Inspiration to make the transition from 'I' to ‘we’, for a better world and a rosier future.","In de Garden of Peace bloeien flora van verschillende continenten. Een reis door de wereld om vrede terug te vinden in onszelf, met elkaar en de aarde. Inspiratie om van 'ik' naar 'Wij"" te gaan voor een betere wereld en toekomst.",,,,,,"locatie",,,,,"[""Tuin"",""Cultural discovery"",""Educatie""]","[{""themaFloriade_select"":""greening"",""themaFloriadeRating"":5}]",
,,,"hortus-avenue","2022-10-03","07:00",,,"b5vyLatue4A9z6JGpajl",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Optie Warmtecongres",,,,,,,,,"event",,,"2022-10-03","21:00",,,
,,,,,,,,"KwwLPw78hHtpKeHTaZG8",,,,,,,,,"Phyllōm",,"Phyllōm, an architectural interpretation of a leaf, reflects its surrounding landscape. Designed by Schürmann + Witry Architekten, this mirrored surface captures the light and plants and projects them onto the visitor. ","Phyllōm, an architectural interpretation of a leaf, reflects its surrounding landscape. Designed by Schürmann + Witry Architekten, this mirrored surface captures the light and plants and projects them onto the visitor. The latter experiences an intriguing environment in which he discovers the relation between a natural and a built environment. ",,"Phyllōm, an architectural interpretation of a leaf, reflects its surrounding landscape. Designed by Schürmann + Witry Architekten, this mirrored surface captures the light and plants and projects them onto the visitor. The latter experiences an intriguing environment in which he discovers the relation between a natural and a built environment. ",,,,"locatie",,,,,,,
,,"www.dohaexpo2023.gov.qa","urban-district",,,,,"YwVPqAiI2d8x6VJBqpQx","desert-nest-qatar-pavilion-1646398370267","internationaal","53",,"{""cluster"":""53"",""locatie"":""53"",""lon"":""52.35742723751268812"",""lat"":""5.22699558998835911""}","info",,"Desert Nest - Qatar Pavilion","Desert Nest - Qatar Pavilion","Grüne Wüste, bessere Umwelt","Green Desert, Better Environment","Groene woestijn, een beter milieu","Im Desert Nest, Qatari Pavilion & Garden kommen Natur und Mensch zusammen. Durch nachhaltige Zusammenarbeit ist es möglich, die Wüste grüner zu machen und gleichzeitig Gartenbau und Landwirtschaft unter härtesten Bedingungen zu entwickeln.","In Desert Nest, Qatar Pavilion, nature and people come together, representing that through sustainable collaboration, we aim to green the desert and develop horticulture and agriculture in the harshest of environments.","In Desert Nest, Qatari Pavilion & Garden komen natuur en mensen samen. Door duurzame samenwerking is het mogelijk om de woestijn te vergroenen met daarbij tuinbouw en landbouw in de meest barre omstandigheden te ontwikkelen.",,,"locatie",,,,,,,
"[{""created"":""Thu Feb 03 2022 10:23:22 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Floriade Expo 2022"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-06-02","19:00",,,"5HtdFl216Q8g7wpyzn1O",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"BNA (Renson en Liselore)",,,,,,,,,"event",,,"2022-06-02","09:00",,,
"[{""created"":""Tue Feb 01 2022 09:54:46 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Floriade Expo 2022"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-04-12","19:00",,,"WpPFG3nShTy0dlpedl3E",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,"Preview events Floriade","Preview events Floriade",,,,,,,,,"event",,,"2022-04-01","09:00",,,
,,"",,"2022-06-23","19:00",,"",,,,"",,,"","","","Evenement vttb",,"","",,"","Evenement vttb",,,"event",,"1423","2022-06-23","09:00",,,"true"
"[{""bedrijf"":""Woningbouw atelier"",""created"":""Thu Feb 03 2022 10:17:32 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-24","19:00",,,"UfT8CK0uy7sQDWjQhCJu",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Congres Vernieuwend Wonen",,,,,,,,,"event",,,"2022-05-24","09:00",,,
,,"",,"2022-05-17","19:00",,"",,,,"",,,"","","","Uitreiking Zuidas Duurzaamheidsprijs",,"","",,"","Uitreiking Zuidas Duurzaamheidsprijs",,,"event",,"1247","2022-05-17","09:00",,,"true"
"[{""created"":""Thu Feb 03 2022 09:29:05 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Rijnmondband 3 "",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-04-18","19:00",,,"Zg0x93J8fD2IK26OPO2G",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Rijnmondband 3 ",,,,,,,,,"event",,,"2022-04-18","09:00",,,
,,,,,,,,"RaafPrfB8dhuvTvIWUrL",,,"128",,"{""cluster"":""128"",""locatie"":""128"",""lon"":""52.35509792951793884"",""lat"":""5.22880465510983417""}",,"Duravermeer en Amvest ","Duravermeer en Amvest ","Duravermeer en Amvest ",,,"De nieuwe, groene stadswijk van Almere. Hortus wordt gebouwd op het groenrijke erfgoed van Floriade Expo. Hier woon je straks duurzaam en comfortabel, in een oase van groen aan het Weerwater. Hortus is een project van Amvest en Dura Vermeer.",,,,,,"locatie",,,,,,,
"[{""created"":""Thu Feb 03 2022 09:54:34 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Floriade Expo 2022"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-16","19:00",,,"RD6v41DPvIYqnLoAKbMf",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"OPTIE MARIANNE MERKUUR",,,,,,,,,"event",,,"2022-05-16","09:00",,,
"[{""created"":""Thu Feb 03 2022 09:28:01 GMT+0100 (Central European Standard Time)"",""bedrijf"":""Gemeente Almere"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-04-15","07:00",,,"SEah79IKQ23Ifz5PWgDk",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Groene Spelddragers ",,,,,,,,,"event",,,"2022-04-15","09:00",,,
"[{""bedrijf"":""Floriade Expo 2022"",""created"":""Thu Feb 03 2022 10:16:06 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-05-20","07:00",,,"qmU6hBUeDaRafGJGIaCw",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Extra locaie Tedx",,,,,,,,,"event",,,"2022-05-20","09:00",,,
"[{""bedrijf"":""Harmoe ST. Antonius Lomm"",""created"":""Thu Feb 03 2022 09:28:41 GMT+0100 (Central European Standard Time)"",""bedrijfIndeling_select"":null}]",,,"hortus-avenue","2022-04-15","07:00",,,"iebyvjoNj5zEnJRJ6MZo",,,"8",,"{""cluster"":""8"",""locatie"":""8"",""lon"":""52.3593777948012189"",""lat"":""5.23027032757745847""}",,,,"Harmonie St. Antonius Lomm",,,,,,,,,"event",,,"2022-04-15","09:00",,,
